ID POSTE;ID IP;CIDADAE;Lamp Type;Potência da Lâmpada;Relé Individual;UC Agrupadora;COORD_X;COORD_Y
5129883;22443197;PALMITAL;Vapor de Sódio;250;Sim;2100636;580228;7480185
6188329;22443198;PALMITAL;Vapor de Sódio;150;Sim;2100636;580138;7480152
6188328;22443199;PALMITAL;Vapor de Sódio;150;Sim;2100636;580104;7480165
6173983;22443200;PALMITAL;Vapor de Sódio;250;Sim;2100636;580099;7480127
6173982;22443201;PALMITAL;Vapor de Sódio;250;Sim;2100636;580107;7480149
6173981;22443202;PALMITAL;Vapor de Sódio;250;Sim;2100636;580116;7480174
6173980;22443203;PALMITAL;Vapor de Sódio;250;Sim;2100636;580128;7480209
6173979;22443204;PALMITAL;Vapor de Sódio;250;Sim;2100636;580140;7480243
6188323;22443205;PALMITAL;Vapor de Sódio;150;Sim;2100636;580163;7480250
6188127;22443206;PALMITAL;Vapor de Sódio;150;Sim;2100636;580200;7480237
6188126;22443207;PALMITAL;Vapor de Sódio;150;Sim;2100636;580233;7480225
5129884;22443208;PALMITAL;Vapor de Sódio;250;Sim;2100636;580239;7480214
6188125;22443209;PALMITAL;Vapor de Sódio;150;Sim;2100636;580264;7480214
6188486;22443210;PALMITAL;Vapor de Sódio;150;Sim;2100636;580295;7480203
6173969;22443211;PALMITAL;Vapor Metálico;250;Não;2100636;579602;7480093
6173969;22443212;PALMITAL;Vapor Metálico;250;Não;2100636;579602;7480093
6173969;22443213;PALMITAL;Vapor Metálico;250;Não;2100636;579602;7480093
6173969;22443214;PALMITAL;Vapor Metálico;250;Não;2100636;579602;7480093
6173969;22443215;PALMITAL;Vapor Metálico;250;Não;2100636;579602;7480093
6173969;22443216;PALMITAL;Vapor Metálico;250;Não;2100636;579602;7480093
6173969;22443217;PALMITAL;Vapor Metálico;250;Não;2100636;579602;7480093
6173969;22443218;PALMITAL;Vapor Metálico;250;Não;2100636;579602;7480093
6173969;22443219;PALMITAL;Vapor Metálico;250;Não;2100636;579602;7480093
5447683;22443220;PALMITAL;Led;100;Sim;2100636;579749;7480074
55087726;22443221;PALMITAL;Led;100;Sim;2100636;579790;7480058
6171270;22443222;PALMITAL;Led;100;Sim;2100636;579813;7480049
5129666;22443223;PALMITAL;Vapor de Sódio;250;Sim;2100636;579805;7480203
6173481;22443224;PALMITAL;Vapor de Sódio;250;Sim;2100636;579784;7480169
6173482;22443225;PALMITAL;Vapor de Sódio;150;Sim;2100636;579756;7480179
6173626;22443226;PALMITAL;Vapor de Sódio;150;Sim;2100636;579725;7480190
6174344;22443227;PALMITAL;Vapor de Sódio;150;Sim;2100636;579662;7480214
5447424;22443228;PALMITAL;Vapor de Sódio;250;Sim;2100636;579818;7480236
5129779;22443229;PALMITAL;Vapor de Sódio;250;Sim;2100636;579825;7480255
5129778;22443230;PALMITAL;Vapor de Sódio;250;Sim;2100636;579839;7480292
5445086;22443231;PALMITAL;Vapor de Sódio;250;Sim;2100636;579698;7479878
5446988;22443232;PALMITAL;Vapor de Sódio;250;Não;2100636;579680;7479884
5446988;22443233;PALMITAL;Vapor de Sódio;250;Sim;2100636;579680;7479884
5777174;22443234;PALMITAL;Vapor de Sódio;250;Sim;2100636;579691;7479898
5444867;22443235;PALMITAL;Vapor de Sódio;250;Sim;2100636;579655;7479893
5444867;22443236;PALMITAL;Vapor de Sódio;250;Sim;2100636;579655;7479893
5444865;22443237;PALMITAL;Vapor de Sódio;250;Sim;2100636;579629;7479903
5444865;22443238;PALMITAL;Vapor de Sódio;250;Não;2100636;579629;7479903
5129565;22443239;PALMITAL;Vapor de Sódio;250;Não;2100636;579612;7479909
5129565;22443240;PALMITAL;Vapor de Sódio;250;Sim;2100636;579612;7479909
5444865;22443241;PALMITAL;Vapor de Sódio;250;Não;2100636;579629;7479903
5444865;22443242;PALMITAL;Vapor de Sódio;250;Não;2100636;579629;7479903
5445108;22443243;PALMITAL;Vapor de Sódio;100;Sim;2100636;580345;7480541
6172188;22443244;PALMITAL;Vapor de Sódio;250;Sim;2100636;580321;7480136
6172186;22443245;PALMITAL;Vapor de Sódio;150;Não;2100636;580348;7480210
6172185;22443246;PALMITAL;Vapor de Sódio;150;Não;2100636;580357;7480236
6504641;22443247;PALMITAL;Vapor de Sódio;150;Sim;2100636;579695;7480202
44980029;22443248;PALMITAL;Vapor de Sódio;100;Sim;2100636;579672;7480845
44980029;22443249;PALMITAL;Vapor de Sódio;100;Não;2100636;579672;7480845
44980027;22443250;PALMITAL;Vapor de Sódio;100;Sim;2100636;579697;7480837
5812594;22443251;PALMITAL;Led;70;Sim;2100636;580738;7478529
6501336;22443252;PALMITAL;Led;70;Sim;2100636;580742;7478592
6501465;22443253;PALMITAL;Led;70;Sim;2100636;580344;7478715
6501464;22443254;PALMITAL;Led;70;Sim;2100636;580373;7478699
6501602;22443255;PALMITAL;Led;70;Sim;2100636;580378;7478637
;22443256;PALMITAL;Led;70;Sim;2100636;580383;7478615
;22443257;PALMITAL;Led;70;Sim;2100636;580397;7478640
6501463;22443258;PALMITAL;Led;70;Sim;2100636;580402;7478683
;22443259;PALMITAL;Led;70;Sim;2100636;580408;7478659
6501603;22443260;PALMITAL;Led;70;Sim;2100636;580411;7478619
5812588;22443261;PALMITAL;Led;70;Sim;2100636;580422;7478685
6501462;22443262;PALMITAL;Led;70;Sim;2100636;580435;7478667
6501604;22443263;PALMITAL;Led;70;Sim;2100636;580440;7478604
6501605;22443264;PALMITAL;Led;70;Sim;2100636;580466;7478590
6501601;22443265;PALMITAL;Led;70;Sim;2100636;580344;7478655
6501466;22443266;PALMITAL;Led;70;Sim;2100636;580314;7478731
6501461;22443267;PALMITAL;Led;70;Sim;2100636;580468;7478650
6501606;22443268;PALMITAL;Led;70;Sim;2100636;580491;7478578
6501455;22443269;PALMITAL;Led;70;Sim;2100636;580644;7478558
6501612;22443270;PALMITAL;Led;70;Sim;2100636;580666;7478486
5812595;22443271;PALMITAL;Led;70;Sim;2100636;580732;7478569
6188485;22443272;PALMITAL;Vapor de Sódio;150;Sim;2100636;580330;7480191
6172187;22443273;PALMITAL;Vapor de Sódio;150;Sim;2100636;580336;7480176
6203458;22443274;PALMITAL;Vapor de Sódio;100;Sim;2100636;580350;7480155
6203457;22443275;PALMITAL;Vapor de Sódio;100;Sim;2100636;580380;7480143
6203460;22443276;PALMITAL;Vapor de Sódio;100;Sim;2100636;580406;7480132
5129885;22443277;PALMITAL;Vapor de Sódio;250;Sim;2100636;580252;7480248
5453619;22443278;PALMITAL;Vapor de Sódio;250;Sim;2100636;580260;7480271
5447226;22443279;PALMITAL;Vapor de Sódio;250;Sim;2100636;580214;7480145
5447475;22443280;PALMITAL;Vapor de Sódio;250;Sim;2100636;580202;7480115
6189287;22443281;PALMITAL;Vapor de Sódio;150;Sim;2100636;580235;7480117
6188331;22443282;PALMITAL;Vapor de Sódio;150;Sim;2100636;580201;7480129
6188330;22443283;PALMITAL;Vapor de Sódio;150;Sim;2100636;580165;7480143
5129888;22443284;PALMITAL;Vapor de Sódio;150;Não;2100636;580388;7480368
5446269;22443285;PALMITAL;Vapor de Sódio;150;Não;2100636;580294;7480361
5447728;22443286;PALMITAL;Vapor de Sódio;150;Não;2100636;580303;7480386
5447727;22443287;PALMITAL;Vapor de Sódio;150;Não;2100636;580311;7480408
5447483;22443288;PALMITAL;Vapor de Sódio;150;Não;2100636;580320;7480431
5447482;22443289;PALMITAL;Vapor de Sódio;150;Não;2100636;580328;7480453
5447481;22443290;PALMITAL;Vapor de Sódio;150;Não;2100636;580337;7480478
6172496;22443291;PALMITAL;Vapor de Sódio;150;Não;2100636;580431;7480441
5440344;22443292;PALMITAL;Vapor de Sódio;100;Sim;2100636;579854;7480253
5129780;22443293;PALMITAL;Vapor de Sódio;250;Sim;2100636;579819;7480266
5447425;22443294;PALMITAL;Vapor de Sódio;250;Sim;2100636;579789;7480159
5447426;22443295;PALMITAL;Vapor de Sódio;250;Sim;2100636;579778;7480129
6172016;22443296;PALMITAL;Vapor de Sódio;250;Sim;2100636;579820;7480156
5129864;22443297;PALMITAL;Vapor de Sódio;250;Sim;2100636;579883;7480410
6172160;22443298;PALMITAL;Vapor de Sódio;150;Sim;2100636;579805;7480379
6172160;22443299;PALMITAL;Vapor de Sódio;250;Sim;2100636;579805;7480379
6172316;22443300;PALMITAL;Vapor de Sódio;150;Sim;2100636;579753;7480398
6172317;22443301;PALMITAL;Vapor de Sódio;150;Sim;2100636;579777;7480419
6172318;22443302;PALMITAL;Vapor de Sódio;150;Sim;2100636;579785;7480441
6172319;22443303;PALMITAL;Vapor de Sódio;150;Sim;2100636;579794;7480466
6172660;22443304;PALMITAL;Vapor de Sódio;150;Sim;2100636;579777;7480503
6172659;22443305;PALMITAL;Vapor de Sódio;150;Sim;2100636;579805;7480494
6172658;22443306;PALMITAL;Vapor de Sódio;150;Sim;2100636;579839;7480482
6172657;22443307;PALMITAL;Vapor de Sódio;150;Sim;2100636;579863;7480473
5766223;22443308;PALMITAL;Vapor de Sódio;250;Sim;2100636;579851;7480324
5766223;22443309;PALMITAL;Vapor de Sódio;150;Sim;2100636;579851;7480324
6171830;22443310;PALMITAL;Vapor de Sódio;150;Sim;2100636;579917;7480454
5447182;22443311;PALMITAL;Vapor de Sódio;250;Sim;2100636;579859;7480346
44980027;22443312;PALMITAL;Vapor de Sódio;100;Não;2100636;579697;7480837
44980025;22443313;PALMITAL;Vapor de Sódio;100;Sim;2100636;579720;7480828
44980025;22443314;PALMITAL;Vapor de Sódio;100;Não;2100636;579720;7480828
44980023;22443315;PALMITAL;Vapor de Sódio;100;Sim;2100636;579745;7480819
44980023;22443316;PALMITAL;Vapor de Sódio;100;Não;2100636;579745;7480819
44980021;22443317;PALMITAL;Vapor de Sódio;100;Sim;2100636;579768;7480811
44980021;22443318;PALMITAL;Vapor de Sódio;100;Não;2100636;579768;7480811
44980018;22443319;PALMITAL;Vapor de Sódio;100;Sim;2100636;579791;7480803
44980018;22443320;PALMITAL;Vapor de Sódio;100;Não;2100636;579791;7480803
5129869;22443321;PALMITAL;Vapor de Sódio;100;Sim;2100636;579815;7480794
5129869;22443322;PALMITAL;Vapor de Sódio;100;Não;2100636;579815;7480794
5444934;22443323;PALMITAL;Vapor de Sódio;100;Sim;2100636;579837;7480786
5444934;22443324;PALMITAL;Vapor de Sódio;100;Não;2100636;579837;7480786
6172566;22443325;PALMITAL;Vapor de Sódio;100;Sim;2100636;579882;7480770
6172566;22443326;PALMITAL;Vapor de Sódio;100;Não;2100636;579882;7480770
6172565;22443327;PALMITAL;Vapor de Sódio;100;Sim;2100636;579858;7480778
6172565;22443328;PALMITAL;Vapor de Sódio;100;Não;2100636;579858;7480778
6172696;22443329;PALMITAL;Vapor de Sódio;100;Sim;2100636;579904;7480762
6172696;22443330;PALMITAL;Vapor de Sódio;100;Não;2100636;579904;7480762
6172697;22443331;PALMITAL;Vapor de Sódio;100;Sim;2100636;579925;7480754
6501467;22443332;PALMITAL;Led;70;Sim;2100636;580303;7478735
5129978;22443333;PALMITAL;Led;100;Sim;2100636;580315;7481008
37255509;22443334;PALMITAL;Led;100;Sim;2100636;580307;7480987
5448031;22443335;PALMITAL;Led;100;Sim;2100636;580325;7481035
5440198;22443336;PALMITAL;Led;100;Sim;2100636;580339;7481075
5141566;22443337;PALMITAL;Led;100;Sim;2100636;580350;7481105
5141565;22443338;PALMITAL;Led;100;Sim;2100636;580360;7481133
5446061;22443339;PALMITAL;Led;100;Sim;2100636;580370;7481160
5446062;22443340;PALMITAL;Led;100;Sim;2100636;580384;7481198
5141376;22443341;PALMITAL;Vapor de Sódio;150;Sim;2100636;579538;7480260
6187782;22443342;PALMITAL;Vapor de Sódio;250;Sim;2100636;579367;7480319
6188321;22443343;PALMITAL;Vapor de Sódio;150;Sim;2100636;579355;7480288
5454525;22443344;PALMITAL;Vapor Metálico;250;Não;2100636;579471;7480339
5454525;22443345;PALMITAL;Vapor Metálico;250;Não;2100636;579471;7480339
5454525;22443346;PALMITAL;Vapor Metálico;250;Não;2100636;579471;7480339
5454525;22443347;PALMITAL;Vapor Metálico;250;Não;2100636;579471;7480339
5454525;22443348;PALMITAL;Vapor Metálico;250;Não;2100636;579471;7480339
5454525;22443349;PALMITAL;Vapor Metálico;250;Não;2100636;579471;7480339
5448690;22443350;PALMITAL;Vapor de Sódio;150;Sim;2100636;579461;7480313
5448902;22443351;PALMITAL;Vapor de Sódio;150;Sim;2100636;579449;7480281
6172495;22443352;PALMITAL;Vapor de Sódio;150;Não;2100636;580419;7480409
6172494;22443353;PALMITAL;Vapor de Sódio;150;Não;2100636;580406;7480374
6173346;22443354;PALMITAL;Vapor de Sódio;70;Não;2100636;580528;7480396
6171464;22443355;PALMITAL;Vapor de Sódio;150;Não;2100636;580263;7480412
6173347;22443356;PALMITAL;Vapor de Sódio;70;Não;2100636;580498;7480407
6172836;22443357;PALMITAL;Vapor de Sódio;100;Não;2100636;580471;7480417
6172837;22443358;PALMITAL;Vapor de Sódio;100;Não;2100636;580443;7480427
6172838;22443359;PALMITAL;Vapor de Sódio;100;Não;2100636;580414;7480437
6172839;22443360;PALMITAL;Vapor de Sódio;100;Não;2100636;580378;7480450
6172840;22443361;PALMITAL;Vapor de Sódio;100;Não;2100636;580344;7480462
6172994;22443362;PALMITAL;Vapor de Sódio;100;Não;2100636;580309;7480475
5444910;22443363;PALMITAL;Vapor de Sódio;150;Não;2100636;580295;7480401
5129887;22443364;PALMITAL;Vapor de Sódio;100;Não;2100636;580323;7480391
5444911;22443365;PALMITAL;Vapor de Sódio;150;Não;2100636;580354;7480380
6172038;22443366;PALMITAL;Vapor de Sódio;100;Não;2100636;580424;7480356
6172039;22443367;PALMITAL;Vapor de Sódio;100;Não;2100636;580462;7480343
5129886;22443368;PALMITAL;Vapor de Sódio;150;Não;2100636;580285;7480337
5129968;22443369;PALMITAL;Vapor de Sódio;150;Sim;2100636;580413;7480688
6171095;22443370;PALMITAL;Vapor de Sódio;250;Sim;2100636;580536;7480764
6171859;22443371;PALMITAL;Vapor de Sódio;100;Sim;2100636;580450;7480729
5446014;22443372;PALMITAL;Vapor de Sódio;250;Sim;2100636;579870;7480376
5446956;22443373;PALMITAL;Vapor de Sódio;250;Sim;2100636;579894;7480440
6171608;22443374;PALMITAL;Vapor de Sódio;150;Sim;2100636;579887;7480349
5447771;22443375;PALMITAL;Vapor de Sódio;100;Sim;2100636;579961;7480574
6172056;22443376;PALMITAL;Vapor de Sódio;100;Sim;2100636;579985;7480565
5446557;22443377;PALMITAL;Vapor de Sódio;100;Sim;2100636;579833;7480823
5129868;22443378;PALMITAL;Vapor de Sódio;100;Sim;2100636;579788;7480694
5447770;22443379;PALMITAL;Vapor de Sódio;100;Sim;2100636;579907;7480593
5446787;22443380;PALMITAL;Vapor de Sódio;100;Sim;2100636;579801;7480728
5446786;22443381;PALMITAL;Vapor de Sódio;100;Sim;2100636;579814;7480763
6173366;22443382;PALMITAL;Vapor de Sódio;100;Sim;2100636;579699;7480747
6173367;22443383;PALMITAL;Vapor de Sódio;100;Sim;2100636;579723;7480738
6173368;22443384;PALMITAL;Vapor de Sódio;100;Sim;2100636;579757;7480726
6173369;22443385;PALMITAL;Vapor de Sódio;100;Sim;2100636;579782;7480717
6173370;22443386;PALMITAL;Vapor de Sódio;100;Sim;2100636;579815;7480705
6173371;22443387;PALMITAL;Vapor de Sódio;100;Sim;2100636;579839;7480696
6173517;22443388;PALMITAL;Vapor de Sódio;100;Sim;2100636;579873;7480684
5447521;22443389;PALMITAL;Vapor de Sódio;100;Sim;2100636;579777;7480665
6173518;22443390;PALMITAL;Vapor de Sódio;100;Sim;2100636;579908;7480671
6173519;22443391;PALMITAL;Vapor de Sódio;100;Sim;2100636;579932;7480662
6172697;22443392;PALMITAL;Vapor de Sódio;100;Não;2100636;579925;7480754
6172698;22443393;PALMITAL;Vapor de Sódio;100;Sim;2100636;579947;7480747
6172698;22443394;PALMITAL;Vapor de Sódio;100;Não;2100636;579947;7480747
6172699;22443395;PALMITAL;Vapor de Sódio;100;Sim;2100636;579968;7480739
6172699;22443396;PALMITAL;Vapor de Sódio;100;Não;2100636;579968;7480739
5142026;22443397;PALMITAL;Vapor de Sódio;100;Sim;2100636;579888;7480475
5142026;22443398;PALMITAL;Vapor de Sódio;100;Não;2100636;579888;7480475
5446954;22443399;PALMITAL;Vapor de Sódio;100;Sim;2100636;579895;7480497
5446954;22443400;PALMITAL;Vapor de Sódio;100;Não;2100636;579895;7480497
5143912;22443401;PALMITAL;Vapor de Sódio;100;Sim;2100636;579903;7480519
5143912;22443402;PALMITAL;Vapor de Sódio;100;Não;2100636;579903;7480519
5446486;22443403;PALMITAL;Vapor de Sódio;100;Sim;2100636;579913;7480545
5446486;22443404;PALMITAL;Vapor de Sódio;100;Não;2100636;579913;7480545
5446556;22443405;PALMITAL;Vapor de Sódio;100;Sim;2100636;579922;7480568
5446556;22443406;PALMITAL;Vapor de Sódio;100;Não;2100636;579922;7480568
5129867;22443407;PALMITAL;Vapor de Sódio;100;Sim;2100636;579931;7480592
5129867;22443408;PALMITAL;Vapor de Sódio;100;Não;2100636;579931;7480592
6172704;22443409;PALMITAL;Vapor de Sódio;100;Sim;2100636;579939;7480614
6172704;22443410;PALMITAL;Vapor de Sódio;100;Não;2100636;579939;7480614
6172703;22443411;PALMITAL;Vapor de Sódio;100;Sim;2100636;579948;7480638
6188978;22443412;PALMITAL;Vapor de Sódio;150;Sim;2100636;579559;7480278
6188977;22443413;PALMITAL;Vapor de Sódio;150;Sim;2100636;579548;7480250
6188976;22443414;PALMITAL;Vapor de Sódio;150;Sim;2100636;579538;7480221
6188114;22443415;PALMITAL;Vapor de Sódio;250;Sim;2100636;579626;7480227
6188115;22443416;PALMITAL;Vapor de Sódio;150;Sim;2100636;579598;7480238
6188116;22443417;PALMITAL;Vapor de Sódio;150;Sim;2100636;579574;7480247
5448688;22443418;PALMITAL;Vapor de Sódio;150;Sim;2100636;579510;7480271
5453860;22443419;PALMITAL;Vapor de Sódio;150;Sim;2100636;579476;7480283
5453861;22443420;PALMITAL;Vapor de Sódio;150;Sim;2100636;579447;7480294
6187780;22443421;PALMITAL;Vapor de Sódio;150;Sim;2100636;579420;7480304
6187781;22443422;PALMITAL;Vapor de Sódio;150;Sim;2100636;579391;7480315
5447929;22443423;PALMITAL;Led;100;Sim;2100636;579798;7479894
5447930;22443424;PALMITAL;Led;100;Sim;2100636;579787;7479864
5447931;22443425;PALMITAL;Vapor de Sódio;250;Sim;2100636;579774;7479831
5447931;22443426;PALMITAL;Vapor de Sódio;250;Sim;2100636;579774;7479831
5447221;22443427;PALMITAL;Vapor de Sódio;150;Não;2100636;579682;7479874
5447221;22443428;PALMITAL;Vapor de Sódio;150;Não;2100636;579682;7479874
5447221;22443429;PALMITAL;Vapor de Sódio;250;Não;2100636;579682;7479874
5447221;22443430;PALMITAL;Vapor de Sódio;400;Não;2100636;579682;7479874
5445325;22443431;PALMITAL;Led;100;Sim;2100636;580077;7479778
6171858;22443432;PALMITAL;Vapor de Sódio;100;Sim;2100636;580418;7480741
6171857;22443433;PALMITAL;Vapor de Sódio;100;Sim;2100636;580387;7480753
6189115;22443434;PALMITAL;Vapor de Sódio;70;Sim;2100636;580363;7480761
6173003;22443435;PALMITAL;Vapor de Sódio;100;Sim;2100636;580427;7480661
6173002;22443436;PALMITAL;Vapor de Sódio;100;Sim;2100636;580394;7480673
6171894;22443437;PALMITAL;Vapor de Sódio;70;Sim;2100636;580366;7480683
6171710;22443438;PALMITAL;Vapor de Sódio;100;Sim;2100636;580337;7480694
6171627;22443439;PALMITAL;Vapor de Sódio;100;Sim;2100636;580428;7480579
5446047;22443440;PALMITAL;Vapor de Sódio;150;Sim;2100636;580389;7480621
6171628;22443441;PALMITAL;Vapor de Sódio;100;Sim;2100636;580396;7480591
6171845;22443442;PALMITAL;Vapor de Sódio;100;Sim;2100636;580368;7480601
6171846;22443443;PALMITAL;Vapor de Sódio;100;Sim;2100636;580338;7480612
5129889;22443444;PALMITAL;Vapor de Sódio;150;Sim;2100636;580401;7480654
5445787;22443445;PALMITAL;Vapor de Sódio;150;Sim;2100636;580425;7480721
5445786;22443446;PALMITAL;Vapor de Sódio;150;Sim;2100636;580437;7480754
5445785;22443447;PALMITAL;Vapor de Sódio;250;Sim;2100636;580449;7480786
6172157;22443448;PALMITAL;Vapor de Sódio;250;Sim;2100636;580453;7480797
6171105;22443449;PALMITAL;Vapor de Sódio;250;Sim;2100636;580467;7480790
6171105;22443450;PALMITAL;Vapor de Sódio;250;Não;2100636;580467;7480790
6171104;22443451;PALMITAL;Vapor de Sódio;250;Sim;2100636;580501;7480777
6173520;22443452;PALMITAL;Vapor de Sódio;100;Sim;2100636;579728;7480657
5447758;22443453;PALMITAL;Vapor de Sódio;100;Sim;2100636;579756;7480647
5447759;22443454;PALMITAL;Vapor de Sódio;100;Sim;2100636;579788;7480635
5448032;22443455;PALMITAL;Vapor de Sódio;100;Sim;2100636;579814;7480626
5448033;22443456;PALMITAL;Vapor de Sódio;100;Sim;2100636;579847;7480615
5448034;22443457;PALMITAL;Vapor de Sódio;100;Sim;2100636;579881;7480602
5129785;22443458;PALMITAL;Vapor de Sódio;150;Sim;2100636;579571;7480465
6188316;22443459;PALMITAL;Vapor de Sódio;150;Sim;2100636;579574;7480619
6188317;22443460;PALMITAL;Vapor de Sódio;150;Sim;2100636;579565;7480594
6188318;22443461;PALMITAL;Vapor de Sódio;150;Sim;2100636;579553;7480562
6187967;22443462;PALMITAL;Vapor de Sódio;150;Sim;2100636;579541;7480531
5454074;22443463;PALMITAL;Vapor de Sódio;150;Sim;2100636;579530;7480501
5454761;22443464;PALMITAL;Vapor de Sódio;150;Sim;2100636;579518;7480468
6188312;22443465;PALMITAL;Vapor de Sódio;150;Sim;2100636;579660;7480560
6188310;22443466;PALMITAL;Vapor de Sódio;150;Sim;2100636;579649;7480530
6188309;22443467;PALMITAL;Vapor de Sódio;150;Sim;2100636;579637;7480496
6188305;22443468;PALMITAL;Vapor de Sódio;150;Sim;2100636;579627;7480468
6174167;22443469;PALMITAL;Vapor de Sódio;150;Sim;2100636;579696;7480419
6189129;22443470;PALMITAL;Vapor de Sódio;150;Sim;2100636;579617;7480440
6188828;22443471;PALMITAL;Vapor de Sódio;150;Sim;2100636;579729;7480511
6172703;22443472;PALMITAL;Vapor de Sódio;100;Não;2100636;579948;7480638
6172702;22443473;PALMITAL;Vapor de Sódio;100;Sim;2100636;579958;7480663
6172702;22443474;PALMITAL;Vapor de Sódio;100;Não;2100636;579958;7480663
6172701;22443475;PALMITAL;Vapor de Sódio;100;Sim;2100636;579967;7480687
6172701;22443476;PALMITAL;Vapor de Sódio;100;Não;2100636;579967;7480687
6172700;22443477;PALMITAL;Vapor de Sódio;100;Sim;2100636;579976;7480712
6172700;22443478;PALMITAL;Vapor de Sódio;100;Não;2100636;579976;7480712
6172522;22443479;PALMITAL;Vapor de Sódio;150;Sim;2100636;579856;7480361
6172522;22443480;PALMITAL;Vapor de Sódio;150;Sim;2100636;579856;7480361
6172523;22443481;PALMITAL;Vapor de Sódio;150;Sim;2100636;579833;7480369
6172523;22443482;PALMITAL;Vapor de Sódio;150;Sim;2100636;579833;7480369
6172161;22443483;PALMITAL;Vapor de Sódio;150;Sim;2100636;579775;7480390
6172161;22443484;PALMITAL;Vapor de Sódio;150;Sim;2100636;579775;7480390
6188830;22443485;PALMITAL;Vapor de Sódio;250;Sim;2100636;579746;7480481
6188830;22443486;PALMITAL;Vapor de Sódio;250;Não;2100636;579746;7480481
6188831;22443487;PALMITAL;Vapor de Sódio;250;Sim;2100636;579733;7480445
6188831;22443488;PALMITAL;Vapor de Sódio;250;Não;2100636;579733;7480445
6188832;22443489;PALMITAL;Vapor de Sódio;250;Sim;2100636;579722;7480417
6188832;22443490;PALMITAL;Vapor de Sódio;250;Não;2100636;579722;7480417
6188833;22443491;PALMITAL;Vapor de Sódio;250;Sim;2100636;579710;7480384
5445324;22443492;PALMITAL;Led;100;Sim;2100636;580087;7479806
5129572;22443493;PALMITAL;Led;100;Sim;2100636;580096;7479831
5454975;22443494;PALMITAL;Vapor Metálico;250;Sim;2100636;579967;7479776
5448475;22443495;PALMITAL;Vapor de Sódio;250;Não;2100636;579935;7479788
5448475;22443496;PALMITAL;Vapor Metálico;250;Não;2100636;579935;7479788
5445825;22443497;PALMITAL;Mista;160;Não;2100636;580060;7479732
5445825;22443498;PALMITAL;Mista;160;Não;2100636;580060;7479732
5445825;22443499;PALMITAL;Mista;160;Não;2100636;580060;7479732
5445825;22443500;PALMITAL;Mista;160;Não;2100636;580060;7479732
5445825;22443501;PALMITAL;Vapor Metálico;250;Não;2100636;580060;7479732
5445825;22443502;PALMITAL;Mista;500;Não;2100636;580060;7479732
5445825;22443503;PALMITAL;Mista;500;Não;2100636;580060;7479732
5445825;22443504;PALMITAL;Mista;500;Não;2100636;580060;7479732
5445825;22443505;PALMITAL;Mista;160;Não;2100636;580060;7479732
5445825;22443506;PALMITAL;Mista;160;Não;2100636;580060;7479732
5445825;22443507;PALMITAL;Mista;160;Não;2100636;580060;7479732
5445825;22443508;PALMITAL;Mista;250;Não;2100636;580060;7479732
5445825;22443509;PALMITAL;Mista;160;Não;2100636;580060;7479732
5445825;22443510;PALMITAL;Mista;160;Não;2100636;580060;7479732
5445825;22443511;PALMITAL;Mista;160;Não;2100636;580060;7479732
6171104;22443512;PALMITAL;Vapor de Sódio;250;Não;2100636;580501;7480777
5129971;22443513;PALMITAL;Vapor de Sódio;100;Sim;2100636;580382;7480836
6173196;22443514;PALMITAL;Vapor de Sódio;100;Sim;2100636;580341;7480844
6173195;22443515;PALMITAL;Vapor de Sódio;150;Sim;2100636;580350;7480869
6173523;22443516;PALMITAL;Vapor de Sódio;100;Sim;2100636;580360;7480898
5129969;22443517;PALMITAL;Vapor de Sódio;100;Sim;2100636;580434;7480816
5440383;22443518;PALMITAL;Vapor de Sódio;100;Sim;2100636;580405;7480827
6187953;22443519;PALMITAL;Vapor de Sódio;100;Sim;2100636;580358;7480846
6187954;22443520;PALMITAL;Vapor de Sódio;100;Sim;2100636;580328;7480857
6187955;22443521;PALMITAL;Vapor de Sódio;100;Sim;2100636;580297;7480869
5129970;22443522;PALMITAL;Vapor de Sódio;250;Sim;2100636;580463;7480825
6171148;22443523;PALMITAL;Vapor de Sódio;100;Sim;2100636;580325;7480803
5129875;22443524;PALMITAL;Vapor de Sódio;150;Não;2100636;580143;7480375
5129875;22443525;PALMITAL;Vapor de Sódio;250;Sim;2100636;580143;7480375
5446028;22443526;PALMITAL;Vapor de Sódio;150;Sim;2100636;580194;7480392
5446027;22443527;PALMITAL;Vapor de Sódio;150;Sim;2100636;580186;7480368
5446026;22443528;PALMITAL;Vapor de Sódio;150;Sim;2100636;580175;7480339
6173977;22443529;PALMITAL;Vapor de Sódio;250;Sim;2100636;580164;7480307
6173978;22443530;PALMITAL;Vapor de Sódio;250;Sim;2100636;580153;7480276
6188324;22443531;PALMITAL;Vapor de Sódio;150;Sim;2100636;580138;7480259
6188677;22443532;PALMITAL;Vapor de Sódio;150;Sim;2100636;579704;7480521
6188676;22443533;PALMITAL;Vapor de Sódio;150;Sim;2100636;579675;7480531
6174563;22443534;PALMITAL;Vapor de Sódio;150;Sim;2100636;579646;7480542
6174739;22443535;PALMITAL;Vapor de Sódio;150;Sim;2100636;579607;7480556
6174738;22443536;PALMITAL;Vapor de Sódio;150;Sim;2100636;579577;7480567
6174737;22443537;PALMITAL;Vapor de Sódio;150;Sim;2100636;579548;7480578
6174736;22443538;PALMITAL;Vapor de Sódio;150;Sim;2100636;579518;7480589
6188123;22443539;PALMITAL;Vapor de Sódio;150;Sim;2100636;579486;7480603
